title,house,area,address1,address2,price
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,嘉泰北苑...,260
整租|开封黄河大街二十五中对面（马市南街7号）1室1厅1,1室1厅1卫,15,开封,新晋美·悦都...,400
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,蔚蓝加州...,700
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,蓝天·中央花园...,800
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,鼎诚·橡树庄园...,1000
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,郑开橄榄城...,1200
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,省府西街...,1200
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,大宏新城...,1250
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,陇海花园...,1400
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,金祥苑...,1500
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,新芒果·蓝湾国际...,1500
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,内环路...,1600
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,绿都·上河城...,1600
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,嘉泰新城...,1800
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,苹果园北区...,1800
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,金明裕...,1900
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,绿都·上河城...,2000
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,鼎立·国际城...,2280
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,郑开橄榄城...,2600
整租|大润发附近小户型干净拎包即住欢迎入住,1室1厅1卫,15,鼓楼区,蔡屯西街...,3000
单间|毛纺公寓1室1卫男女不限,主卧(1室),16,顺河回族区,锦绣皇城...,1500
整租|西赵屯1室0厅1卫,1室0厅1卫,20,鼓楼区,计生委家属院...,550
单间|开封市金明区五大街1室1卫男女不限,主卧(1室),20,金明区,晋安路蓝天中央公园...,999
单间|金明广场附近西蔡屯单间公寓出租1室1卫男女不限,主卧(1室),20,金明区,绿都·上河城...,1400
单间|文庙小区3室1厅1卫限女生,主卧(3室),20,龙亭区,英伦春天...,1700
单间|鑫宇小区2室1厅1卫限女生,主卧(2室),20,龙亭区,永合丽景...,1700
单间|西郊万宝后1室1卫男女不限,主卧(1室),20,金明,城市花园...,2000
单间|回龙庙新村10排22号1室1卫男女不限,主卧(1室),20,金明区,晋安路蓝天中央公园...,2000
单间|土城中街132号1室1厅1卫，标间，单间，大小价,主卧(1室),24,龙亭区,万丽·铂金瀚宫...,2100
整租|仁和屯仁和路78号1室0厅1卫,1室0厅1卫,25,龙亭区,未来·美好家园...,1200
单间|自建房一间，有院有三相电，住人当仓库或加工均可，男,主卧(1室),25,禹王台区,东京新城...,1600
整租|土城新村五组821室0厅1卫,1室0厅1卫,28,金明区,新河大二十一号家属院...,450
整租|大润发附近精装小户型出租,1室1厅1卫,30,鼓楼区,瑞安花园...,500
单间|朱雀苑3室2厅1卫男女不限,主卧(3室),30,鼓楼区,安联·青年城...,550
整租|大润发附近精装小户型出租,1室1厅1卫,30,鼓楼区,瑞安花园...,900
整租|大润发附近精装小户型出租,1室1厅1卫,30,鼓楼区,瑞安花园...,1300
整租|大润发附近精装小户型出租,1室1厅1卫,30,鼓楼区,瑞安花园...,1400
整租|大润发附近精装小户型出租,1室1厅1卫,30,鼓楼区,瑞安花园...,1700
单间|土城新房单间出租,主卧(1室),30,金明,龙城香榭里...,1800
单间|润城小浪底精装四室两厅两卫家电家具齐全拎包入住,次卧(4室),30,金明,武警花园...,1800
整租|油坊街小独院.两间北屋.另有一间厨房.大约30平方.,1室1厅1卫,30,鼓楼区,西湖翠庭...,2300
整租|大润发附近精装小户型出租,1室1厅1卫,30,鼓楼区,瑞安花园...,2500
整租|可短租金明广场附近一室一厅拎包入住,1室1厅1卫,35,金明,金鼎丽都...,600
单间|聚英苑2室1厅1卫限女生急寻合租妹子一枚，本人,主卧(2室),35,金明区,安联·青年城...,1000
整租|温馨精装，拎包入住，，生活便利，交通方便，户型方正,1室1厅1卫,35,金明区,绿都·上河城...,1300
整租|东京银座小公寓，长期出租，欢迎联系！~随时看房,1室0厅1卫,35,鼓楼区,金鼎丽都...,1700
整租|建设南路与福星大道交叉口1室1厅1卫,1室1厅1卫,36,尉氏县,万丽·铂金瀚宫...,1600
整租|让您充分享受小资生活，快于我联系吧。,1室1厅1卫,38,鼓楼,郑开·森林半岛...,2300
单间|公寓房临黄河路办公使用空房子,主卧(1室),39,金明区,郑开橄榄城...,850
整租|马市街四街141号1室1厅1卫,1室1厅1卫,40,龙亭区,东方今典...,450
整租|一楼带院干净整洁生活便利,1室1厅1卫,40,顺河回族区,安联·青年城...,500
整租|枫庭苑1室0厅1卫,1室0厅1卫,40,金明,郑开·森林半岛...,600
整租|汴京公园对面干净整洁拎包即住,1室1厅1卫,40,顺河回族区,中山路北段...,600
整租|枫亭苑1室0厅1卫,1室0厅1卫,40,金明,十一化建生活区...,800
整租|河大附近2室0厅0卫,2室0厅0卫,40,顺河回族区,金鼎丽都...,800
整租|拎包入住，楼层方便，价格比较不错,1室1厅1卫,40,鼓楼区,郑开橄榄城...,999
整租|市中心大润发附近瑞安花园。精装修公寓房，干净。家具家,1室1厅1卫,40,鼓楼,亿乘·帝湖世家...,1100
整租|正经单独厨房，双水双气，精装，随时看房，家具家电齐全,1室1厅1卫,40,金明区,森林半岛一期...,1500
整租|汉兴路上汉兴上品，精装小公寓，拎包入住。,1室0厅1卫,40,金明区,开元华庭...,1600
整租|汉兴上品，单身公寓出租。,1室1厅1卫,40,金明区,安联青年城...,1600
整租|幸福里精装1室0厅1卫家电齐全拎包入住,1室0厅1卫,40,金明区,仁和苑...,1800
整租|大梁门公寓房精装一室,1室1厅1卫,40,金明区,宋城雅居·尚品...,1800
整租|五一路南段法院对面一室一厅出租,1室1厅1卫,40,禹王台区,长金·贵和世嘉...,2000
整租|世宇·银翰苑1室1厅1卫,1室1厅1卫,40,顺河,鼎立A区...,2200
整租|蝶御花园1室1厅42平米精装修押一付一,1室1厅1卫,42,金明,长金·贵和世嘉...,800
整租|家具家电齐全，拎包入住。,1室1厅1卫,42,龙亭区,首座时代...,900
整租|鼎力国际城一室一厅精装修拎包入住,1室1厅1卫,43,金明区,枫亭苑...,1000
单间|野场新村一室一厅新装修,主卧(1室),44,金明区,园林小区...,1900
整租|幸福里精装1室1厅1卫家具家电齐全拎包入住包含,1室0厅1卫,45,龙亭区,嘉泰新城...,450
整租|野场新村1室1厅1卫精装出租,1室1厅1卫,45,金明区,蝶御花园...,750
整租|西门大街淮河医院对面2楼套房,1室1厅1卫,45,龙亭区,郑开橄榄城...,1000
整租|星光天地附近，生活方便，房子干净，领包入住,1室1厅1卫,45,金明,建业大宏·熙和府...,1200
整租|绿都上河城精装公寓,1室1厅1卫,45,顺河,梁苑小区...,1300
整租|急租西城明都一室一厅，拎包入住，带电梯,1室1厅1卫,45,金明,西坡街...,1500
整租|精装修公寓明厨明卫诚心出租,1室1厅1卫,45,金明区,大王屯...,1800
整租|蝶·御花园1室1厅1卫,1室1厅1卫,45,金明,鼎力国际...,1200
整租|西城名都，精装修，一室一厅，拎包入住，西环路与汉兴路,1室1厅1卫,46,金明区,集英花园...,800
整租|让您充分享受小资生活，快于我联系吧。,1室1厅1卫,48,鼓楼,书店街北口东鑫宇小区...,1600
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,华盟·天河湾...,260
整租|丁角街一楼.小独院.北屋.朝阳.3间半房50平方.,2室1厅1卫,50,鼓楼区,丁角街...,550
整租|急租淮河医院北门电梯小写字楼,1室1厅1卫,50,鼓楼区,幸福里...,700
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,金明华府...,700
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,安联·青年城...,800
整租|蓝天中央公园。可短租3月起,1室1厅1卫,50,金明区,蓝天中央公园...,800
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,鼎立·国际城...,900
整租|宋城路电视台对面长城雅园,1室1厅1卫,50,金明区,温莎尚郡...,1000
整租|贵和世家豪华装修小公寓拎包入住,1室1厅1卫,50,金明区,东苑小区...,1000
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,幸福里...,1000
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,长金·贵和世嘉...,1200
整租|鼓楼大相国寺附近2楼拎包即住,1室1厅1卫,50,鼓楼区,弘福花园...,1200
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,鼎立A区...,1200
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,金鼎丽都...,1200
整租|东京新城1室1厅精装,1室1厅1卫,50,鼓楼区,阀门厂生活区...,1300
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,未来·湖滨花园...,1400
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,永和丽景...,1500
整租|铂金瀚宫精装一室拎包入住,1室1厅1卫,50,金明区,温莎尚郡...,1500
整租|山水华府1室1厅1卫,1室1厅1卫,50,金明,新晋美·悦都...,1500
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,中山路北段...,1500
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,仁和馨园...,1600
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,西湖翠庭...,1600
整租|贵和世家精装新房出租,1室1厅1卫,50,金明区,北仁义银行家属院...,1700
整租|新街口向西新玛特商场斜对面2室1厅1卫,2室1厅1卫,50,龙亭区,大王屯...,1800
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,开封润城...,1800
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,绿都·上河城...,1800
整租|老河大西门公寓房出租,1室1厅1卫,50,顺河,长金·贵和世嘉...,1800
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,嘉泰北苑...,1900
整租|急租万丽铂金汉宫，家具家电齐全拎包入住，少有的小居室,1室1厅1卫,50,金明区,新晋美·悦都...,2000
整租|急租贵和世嘉1室1厅拎包入住干净整洁温馨舒适,1室1厅1卫,50,金明区,蓝天中央公园...,2000
整租|蓝天中央公园1室1厅1卫,1室1厅1卫,50,金明,苹果园...,2000
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,森林半岛多层电梯房...,2000
整租|公园路2室0厅1卫,2室0厅1卫,50,顺河,康桥雅居...,2180
整租|长城雅园1室1厅1卫,1室1厅1卫,50,金明区,绿都·上河城...,2200
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,嘉泰北苑...,2200
整租|蓝天中央公园精装修，拎包入住，,1室1厅1卫,50,顺河回族区,郑开橄榄城...,2500
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,维也纳森林...,2500
整租|大相国寺马道街附近2楼小户型出租拎包即住,1室1厅1卫,50,鼓楼区,晋开御景湾...,3000
整租|小南门里5楼550元2室1厅1卫普通装修，业主,2室1厅1卫,52,金明区,武警花园...,900
整租|贵和世嘉精装公寓,1室1厅1卫,52,金明区,中山路中段...,1200
整租|好房子，好房子，美轮美奂，好房子不要错过，家电家具齐,1室1厅1卫,52,鼓楼区,郑开橄榄城...,1500
整租|晋安路蓝天中央公园22层小套房精装家具家电全干,1室1厅1卫,52,金明区,公园路...,2100
整租|急租森林半岛精装1室，家具电齐全，礼包入住,2室1厅1卫,52,金明区,未来·美好家园...,2300
整租|蓝天中央公园，小户型，精装修,1室1厅1卫,53,金明,碧水蓝城...,1400
整租|贵和世嘉1室1厅1卫,1室1厅1卫,53,鼓楼区,集英花园...,1800
整租|蓝天中央公园对面一室一厅一卫采光好通风好,2室1厅1卫,53,金明区,翠庭尚都...,2000
整租|长金贵和世嘉1室1厅1卫,1室1厅1卫,53,金明区,公园路...,2000
整租|蓝天中央公园11楼精装,1室1厅1卫,53,金明区,宏达·紫云台...,2200
整租|蓝天中央公园温馨公寓,1室1厅1卫,53,金明区,绿都·上河城...,2200
整租|贵和世嘉1室1厅1卫,1室1厅1卫,53,鼓楼区,锦绣皇城...,2500
整租|贵和世嘉一室精装希望长期租户真实图片,1室1厅1卫,53,金明区,书香名邸...,2500
整租|家具家电齐全，拎包入住。,1室1厅1卫,54,金明区,碧水蓝城...,1600
整租|三毛文华公寓一室一厅，环境优美，温馨舒适，欢迎来电,1室1厅1卫,55,金明区,金鼎丽都...,350
整租|急租东京银座精装一室一厅，周边生活便利,1室1厅1卫,55,金明,幸福里...,400
整租|贵和世嘉精装修家电齐全拎包入住,1室1厅1卫,55,金明区,晋开御景湾...,600
整租|急租塞纳左岸精装一室温馨舒适品味生活,1室1厅1卫,55,金明区,嘉斯茂精品数码广场...,650
整租|中山路附近2室1厅全套家具全套电器,2室1厅1卫,55,顺河回族区,未来·湖滨花园...,700
整租|苹果园北区2室1厅1卫,2室1厅1卫,55,鼓楼,苹果园北区...,1800
整租|急租翠园小区西口两室一厅简装简单家具家电拎包入住二楼,2室1厅1卫,55,金明区,郑开橄榄城...,1800
整租|晋安路蓝天中央公园1室1厅1卫,1室1厅1卫,55,金明,晋安路蓝天中央公园...,2000
整租|翠园生活区2室1厅1卫,2室1厅1卫,55,金明,悦都小区...,2000
整租|苹果园北区2室1厅1卫,2室1厅1卫,55,鼓楼,金明华府...,2500
整租|蓝天中央公园，一室一厅一厨一卫，精装修拎包入住，长期,1室1厅1卫,55,金明区,格林公馆...,2800
整租|家具家电齐全，拎包即住，快于我联系吧。,2室1厅1卫,56,龙亭,劳动路南口路东...,1300
整租|汉兴路贵和世家1室1厅1卫,1室1厅1卫,56,鼓楼区,开元华庭...,1500
整租|希尔斯电梯1室1厅1卫，豪华装修，全进口家具家电,1室1厅1卫,56,金明区,枫庭苑...,1500
整租|希尔斯电梯1室1厅1卫，豪华装修，全进口家具家电,1室1厅1卫,56,金明区,集英花园...,1500
整租|让您充分享受小资生活,1室1厅1卫,56,顺河回族区,鼎力国际...,1600
整租|让您充分享受小资生活,1室1厅1卫,56,顺河回族区,书店街北口东鑫宇小区...,1600
整租|单身公寓精装修1居地热水暖气齐全拎包入住,1室1厅1卫,57,金明区,美景仁和...,500
整租|非公寓式家庭住宅1居精装修拎包入住地热暖气齐,1室1厅1卫,57,金明区,山水华府...,550
整租|独立厨房卫生间地热水拎包入住精装修,1室1厅1卫,57,金明区,山水华府...,550
整租|非公寓式家庭住宅1居精装修拎包入住地热暖气齐,1室1厅1卫,57,金明区,山水华府...,600
整租|独立厨房卫生间地热水拎包入住精装修,1室1厅1卫,57,金明区,山水华府...,600
整租|单身公寓精装修1居地热水暖气齐全拎包入住,1室1厅1卫,57,金明区,蔚蓝加州...,900
整租|非公寓式家庭住宅1居精装修拎包入住地热暖气齐,1室1厅1卫,57,金明区,山水华府...,1000
整租|独立厨房卫生间地热水拎包入住精装修,1室1厅1卫,57,金明区,山水华府...,1000
整租|单身公寓精装修1居地热水暖气齐全拎包入住,1室1厅1卫,57,金明区,绿都·上河城...,1300
整租|单身公寓精装修1居地热水暖气齐全拎包入住,1室1厅1卫,57,金明区,新龙·御都国际...,1400
整租|非公寓式家庭住宅1居精装修拎包入住地热暖气齐,1室1厅1卫,57,金明区,山水华府...,1500
整租|独立厨房卫生间地热水拎包入住精装修,1室1厅1卫,57,金明区,山水华府...,1500
整租|魏都路蔡屯西街2室1厅1卫,2室1厅1卫,57,鼓楼区,绿都·上河城...,1500
整租|单身公寓精装修1居地热水暖气齐全拎包入住,1室1厅1卫,57,金明区,西郊商场民政局家属院...,1700
整租|非公寓式家庭住宅1居精装修拎包入住地热暖气齐,1室1厅1卫,57,金明区,山水华府...,1800
整租|独立厨房卫生间地热水拎包入住精装修,1室1厅1卫,57,金明区,山水华府...,1800
整租|非公寓式家庭住宅1居精装修拎包入住地热暖气齐,1室1厅1卫,57,金明区,山水华府...,2000
整租|独立厨房卫生间地热水拎包入住精装修,1室1厅1卫,57,金明区,山水华府...,2000
整租|非公寓式家庭住宅1居精装修拎包入住地热暖气齐,1室1厅1卫,57,金明区,山水华府...,2100
整租|独立厨房卫生间地热水拎包入住精装修,1室1厅1卫,57,金明区,山水华府...,2100
整租|嘉泰北苑一室精装真实图片急租拎包入住,1室1厅1卫,57,金明区,嘉泰北苑...,2300
整租|单身公寓精装修1居地热水暖气齐全拎包入住,1室1厅1卫,57,金明区,郑开·森林半岛...,2500
整租|丁角街2室1厅1卫,2室1厅1卫,58,鼓楼,金鼎丽都...,660
整租|梁苑小区2室1厅1卫,2室1厅1卫,58,金明,美景仁和...,800
整租|梁苑小区干净房屋出租,2室1厅1卫,58,金明区,新龙·御都国际...,1300
整租|鼓楼区文庙小区，生活方便,2室1厅1卫,58,鼓楼区,长金·贵和世嘉...,1600
整租|大润发附近桥南小区2/6二室一厅有热水器,2室1厅1卫,58,顺河回族区,大宏世纪城...,1750
整租|急租东郊二院附近，2室1厅1卫,2室1厅1卫,59,顺河回族区,龙成·香榭里花园...,3500
整租|延寿寺自建房上下两层,2室1厅1卫,60,顺河回族区,仁和馨园...,500
整租|青年城精装一室一厅一厨一卫家电齐全拎包入住包,1室1厅1卫,60,龙亭区,安联·青年城...,550
整租|家具家电齐全随时看随时入住,2室1厅1卫,60,鼓楼区,长金·贵和世嘉...,550
整租|梁苑小区2室1厅1卫,2室1厅1卫,60,金明,绿都·上河城...,600
整租|淮河医院附近三楼，红房院小区，家具家电齐全，随时可看,2室1厅1卫,60,鼓楼,嘉泰北苑...,1000
整租|富民小区2室1厅1卫,2室1厅1卫,60,兰考,嘉泰新城...,1000
整租|中山路大南门里低楼层精装修家具家电齐全2室1厅,2室1厅1卫,60,鼓楼区,龙成·香榭里花园...,1000
整租|宋门附近空分小区两居室,2室1厅1卫,60,顺河回族区,蓝天中央公园...,1000
整租|安联青年城1室1厅1卫,1室1厅1卫,60,龙亭区,书香名门...,1300
整租|五一路91号院2室1厅1卫,2室1厅1卫,60,禹王台区,苹果园东北区...,1400
整租|老河大东门苹果园2室1厅1卫6楼,2室1厅1卫,60,顺河回族区,美景仁和...,1400
整租|老河大东门苹果园2室1厅1卫6楼,2室1厅1卫,60,顺河回族区,妇幼保健院家属院...,1500
整租|精装修嘉泰北苑青年城对面电梯房2室有空调，热水器急租,2室1厅1卫,60,金明区,丁角街...,1500
整租|淮河医院附近.丁角街.2室1厅.家电.家具.月租50,2室1厅1卫,60,鼓楼区,爪哇·东汇名城...,1500
整租|翠园小区光明医院旁2楼两室两厅水电气齐全,2室2厅1卫,60,金明区,晋开御景湾...,1600
整租|儿童医院大润发附近，2室1厅，超干净，空调热水器家具,2室1厅1卫,60,顺河,仁和苑...,1600
整租|翠园小区2室1厅1卫,2室1厅1卫,60,金明,鼎立·国际城...,1800
整租|淮河医院附近.丁角街.2室1厅.家电家具齐全.月租5,2室1厅1卫,60,鼓楼区,开元华庭...,2000
整租|蔡屯精装小两室家具齐全随时入住,2室1厅1卫,60,鼓楼区,板桥小区...,3500
整租|老河大附近苹果园小区两室一厅领包入住,2室1厅1卫,60,顺河,绿都·上河城...,5000
整租|绿都上河城，2室2厅，精装修，家具家电齐全，拎包入住,2室2厅1卫,62,顺河回族区,英伦春天...,600
整租|宏康家园2室1厅1卫,2室1厅1卫,62,金明,郑开·森林半岛...,900
整租|一高后门2室2厅1卫,2室2厅1卫,64,禹王台,西郊万宝后...,550
整租|森林半岛精装修1室，需要1室的，你定会喜欢,1室2厅1卫,65,金明区,东京银座物业小区...,399
整租|1300元住万达旁，森林半岛精装1室，拎包入住！快抢,1室2厅1卫,65,金明区,名润·名家...,400
整租|森林半岛南院多层电梯房,1室2厅1卫,65,金明区,绿都·上河城...,450
整租|出租大宏城市广场写字楼65平。,1室1厅1卫,65,金明区,翠庭尚都...,450
整租|B119三十三中一楼,2室1厅1卫,65,鼓楼区,鼎立A区...,600
整租|十一化建生活区紧邻求实中学三楼两室一厅,2室1厅1卫,65,顺河回族区,锦绣皇城...,800
整租|155医院附近2室1厅1卫家具家电齐全看房方便,2室1厅1卫,65,禹王台区,郑开橄榄城...,900
整租|大宏城市广场居然之家办公居住均可,1室1厅1卫,65,金明区,江南人家...,1300
整租|中山路中段.2楼.2室2厅.全套电器.家具.,2室1厅1卫,65,鼓楼区,碧水蓝城电梯洋房...,1300
整租|顺河区十中家属院2室1厅1卫,2室1厅1卫,65,顺河回族区,新龙·御都国际...,2000
整租|一五五医院附近精装修家具、家电齐全非常干净可拎包入,2室1厅1卫,65,鼓楼,龙翔香格里拉二期...,2000
整租|B140森林半岛稀有一室就等你来,1室1厅1卫,65,金明区,碧水蓝城电梯洋房...,2000
整租|顺河区十中家属院2室1厅1卫,2室1厅1卫,65,顺河回族区,嘉泰北苑...,3800
整租|中医院附近简装家电齐全拎包入住交通方便,2室1厅1卫,65,鼓楼区,嘉泰北苑...,5000
整租|嘉泰北苑2室1厅1卫,2室1厅1卫,66,金明,嘉泰北苑...,500
整租|陇海新村南面2室1厅1卫,2室1厅1卫,66,禹王台,郑开橄榄城...,1300
整租|中心人民医院对面，两室一厅，家具家电齐全，拎包入住,2室2厅1卫,67,顺河回族区,顺苑小区...,2000
整租|苹果园一楼活院拎包入住,2室2厅1卫,68,顺河,苹果园...,600
整租|急租学院门附近温馨两居室市中心拎包入,2室1厅1卫,68,鼓楼区,小南门里...,850
整租|急租森林半岛一室一厅，拎包入住,1室1厅1卫,68,金明区,化肥厂生活区...,1200
整租|森林半岛精装两室拎包入住,2室1厅1卫,68,金明区,锦绣皇城...,1800
整租|顺苑小区2室1厅1卫,2室1厅1卫,70,顺河回族区,安联青年城...,400
单间|宋门里2室1厅1卫限女生,次卧(2室),70,顺河回族区,鼎立E区...,600
整租|绿都·上河城2室1厅1卫,2室1厅1卫,70,顺河,梁苑小区...,600
整租|金鼎丽都2室1厅1卫,2室1厅1卫,70,金明区,鼎诚·塞纳左岸...,600
整租|市中心百氏康二楼楼下有车库可进三轮车欢迎看房,2室1厅1卫,70,鼓楼区,梁苑小区...,750
整租|房东诚心出租，位置好,2室1厅1卫,70,顺河回族区,中山路中段...,1000
整租|双水双水，拎包入住，小户型,1室1厅1卫,70,金明区,康乐家园...,1100
整租|世宇·银翰苑2室1厅1卫,2室1厅1卫,70,顺河,幸福里...,1100
整租|省府西街交警队对面5楼2室1厅,2室2厅1卫,70,鼓楼区,润泽园...,1200
整租|急租碧水蓝城住宅，精美装修家具家电全新，周边交通便利,1室2厅1卫,70,金明区,森林半岛一期...,1350
整租|馆怡街小区2室2厅干净出租,2室1厅1卫,70,鼓楼区,蓝天中央公园...,1400
整租|万丽铂金瀚宫，小两室，家具家电应有尽有，拎包入住。,2室2厅1卫,70,金明区,广裕花园...,1400
